filename,width,height,classname,xmin,ymin,xmax,ymax
00c9730d15d70bb48deff32db8255ed5.jpg,344,384,watch,48,6,103,75
00c9730d15d70bb48deff32db8255ed5.jpg,344,384,baseball,204,26,274,93
00c9730d15d70bb48deff32db8255ed5.jpg,344,384,baseball,6,349,31,377
00c9730d15d70bb48deff32db8255ed5.jpg,344,384,basketball,34,352,58,376
00c9730d15d70bb48deff32db8255ed5.jpg,344,384,basketball,185,198,247,263
00c9730d15d70bb48deff32db8255ed5.jpg,344,384,sparrow,289,251,343,310
00c9730d15d70bb48deff32db8255ed5.jpg,344,384,sparrow,59,349,84,378
00c9730d15d70bb48deff32db8255ed5.jpg,344,384,watermelon,53,122,118,192
00c9730d15d70bb48deff32db8255ed5.jpg,344,384,scraper,50,222,125,298
00c9730d15d70bb48deff32db8255ed5.jpg,344,384,scraper,86,350,113,378
00d865f215d3d4f6b2af82bea892d581.jpg,344,384,racket,19,202,108,293
00d865f215d3d4f6b2af82bea892d581.jpg,344,384,racket,60,349,86,378
00d865f215d3d4f6b2af82bea892d581.jpg,344,384,kattle,201,249,274,321
00d865f215d3d4f6b2af82bea892d581.jpg,344,384,kattle,33,349,57,380
00d865f215d3d4f6b2af82bea892d581.jpg,344,384,ball,277,116,340,176
00d865f215d3d4f6b2af82bea892d581.jpg,344,384,ball,5,350,31,378
00d865f215d3d4f6b2af82bea892d581.jpg,344,384,camera,159,75,245,160
00d865f215d3d4f6b2af82bea892d581.jpg,344,384,badge,29,50,89,118
00d865f215d3d4f6b2af82bea892d581.jpg,344,384,badge,87,351,111,379
00dacfa49b512dcee52f7388b317b280.jpg,344,384,shuttlecock,33,351,57,376
00dacfa49b512dcee52f7388b317b280.jpg,344,384,shuttlecock,31,12,103,76
00dacfa49b512dcee52f7388b317b280.jpg,344,384,charry,8,173,74,245
00dacfa49b512dcee52f7388b317b280.jpg,344,384,charry,88,351,112,377
00dacfa49b512dcee52f7388b317b280.jpg,344,384,tennis,2,351,31,377
00dacfa49b512dcee52f7388b317b280.jpg,344,384,tennis,154,75,224,145
00dacfa49b512dcee52f7388b317b280.jpg,344,384,shirt,156,180,224,254
00dacfa49b512dcee52f7388b317b280.jpg,344,384,tshirt_number,58,351,87,381
00dacfa49b512dcee52f7388b317b280.jpg,344,384,socks,44,261,114,338
01782a3c1c0bc60f7991bf5f5a2411ff.jpg,344,384,tablet,71,139,140,214
01782a3c1c0bc60f7991bf5f5a2411ff.jpg,344,384,tablet,86,349,112,379
01782a3c1c0bc60f7991bf5f5a2411ff.jpg,344,384,house,60,349,83,378
01782a3c1c0bc60f7991bf5f5a2411ff.jpg,344,384,house,43,18,112,82
01782a3c1c0bc60f7991bf5f5a2411ff.jpg,344,384,watermelon,254,94,322,162
01782a3c1c0bc60f7991bf5f5a2411ff.jpg,344,384,watermelon,7,353,32,377
01782a3c1c0bc60f7991bf5f5a2411ff.jpg,344,384,umbrella,34,350,56,378
01782a3c1c0bc60f7991bf5f5a2411ff.jpg,344,384,umbrella,221,235,281,307
01782a3c1c0bc60f7991bf5f5a2411ff.jpg,344,384,frock,88,256,167,337
01782a3c1c0bc60f7991bf5f5a2411ff.jpg,344,384,kattle,148,6,208,64
02172b1da6d2f9c84ec3029ba03ba045.jpg,344,384,glove,8,143,64,200
02172b1da6d2f9c84ec3029ba03ba045.jpg,344,384,glove,61,353,84,377
02172b1da6d2f9c84ec3029ba03ba045.jpg,344,384,headphone,33,351,57,377
02172b1da6d2f9c84ec3029ba03ba045.jpg,344,384,headphone,136,199,203,267
02172b1da6d2f9c84ec3029ba03ba045.jpg,344,384,hammer,249,227,319,297
02172b1da6d2f9c84ec3029ba03ba045.jpg,344,384,hammer,7,351,32,376
02172b1da6d2f9c84ec3029ba03ba045.jpg,344,384,shirt_stud,1,245,59,301
02172b1da6d2f9c84ec3029ba03ba045.jpg,344,384,toaster,262,54,335,122
02172b1da6d2f9c84ec3029ba03ba045.jpg,344,384,toaster,86,349,111,378
02272edbb3625006e149424de15cfb79.jpg,344,384,charry,40,101,111,169
02272edbb3625006e149424de15cfb79.jpg,344,384,charry,5,350,29,377
02272edbb3625006e149424de15cfb79.jpg,344,384,sparrow,32,352,57,376
02272edbb3625006e149424de15cfb79.jpg,344,384,sparrow,182,82,245,138
02272edbb3625006e149424de15cfb79.jpg,344,384,mobile,203,214,270,286
02272edbb3625006e149424de15cfb79.jpg,344,384,mobile,91,347,109,377
02272edbb3625006e149424de15cfb79.jpg,344,384,bag,59,352,87,378
02272edbb3625006e149424de15cfb79.jpg,344,384,bag,60,259,130,326
02272edbb3625006e149424de15cfb79.jpg,344,384,kattle,282,99,343,158
02682aec2f24c9a3e621b33a0994f9a3.jpg,344,384,swimming_ring,28,50,88,116
02682aec2f24c9a3e621b33a0994f9a3.jpg,344,384,disket,23,267,99,341
02682aec2f24c9a3e621b33a0994f9a3.jpg,344,384,fan,135,215,211,284
02682aec2f24c9a3e621b33a0994f9a3.jpg,344,384,fan,59,350,85,377
02682aec2f24c9a3e621b33a0994f9a3.jpg,344,384,disket,88,349,111,376
02682aec2f24c9a3e621b33a0994f9a3.jpg,344,384,seazer,247,164,323,239
02682aec2f24c9a3e621b33a0994f9a3.jpg,344,384,seazer,34,351,58,378
02682aec2f24c9a3e621b33a0994f9a3.jpg,344,384,baseball,281,278,335,335
02682aec2f24c9a3e621b33a0994f9a3.jpg,344,384,cake,188,51,248,102
02682aec2f24c9a3e621b33a0994f9a3.jpg,344,384,cake,7,351,30,376
02811a9111c9650fd6315b490770b2ed.jpg,344,384,gift,74,41,124,104
02811a9111c9650fd6315b490770b2ed.jpg,344,384,gift,60,352,85,377
02811a9111c9650fd6315b490770b2ed.jpg,344,384,aeroplane,34,352,57,377
02811a9111c9650fd6315b490770b2ed.jpg,344,384,aeroplane,178,3,245,71
02811a9111c9650fd6315b490770b2ed.jpg,344,384,bell,62,174,129,246
02811a9111c9650fd6315b490770b2ed.jpg,344,384,bell,7,350,28,377
02811a9111c9650fd6315b490770b2ed.jpg,344,384,seazer,30,286,84,345
02811a9111c9650fd6315b490770b2ed.jpg,344,384,apple,229,251,275,310
02811a9111c9650fd6315b490770b2ed.jpg,344,384,bicycle,88,353,112,377
02811a9111c9650fd6315b490770b2ed.jpg,344,384,bicycle,265,126,339,193
02811a9111c9650fd6315b490770b2ed.jpg,344,384,ball,179,165,241,217
02a068db0387d78ee3abaf1d3eec879c.jpg,344,384,axe,143,170,207,246
02a068db0387d78ee3abaf1d3eec879c.jpg,344,384,axe,33,349,61,375
02a068db0387d78ee3abaf1d3eec879c.jpg,344,384,arrow,261,181,323,241
02a068db0387d78ee3abaf1d3eec879c.jpg,344,384,arrow,6,350,31,377
02a068db0387d78ee3abaf1d3eec879c.jpg,344,384,pear,107,279,165,332
02a068db0387d78ee3abaf1d3eec879c.jpg,344,384,pear,87,347,113,377
02a068db0387d78ee3abaf1d3eec879c.jpg,344,384,chair,61,349,84,378
02a068db0387d78ee3abaf1d3eec879c.jpg,344,384,chair,8,56,71,119
02a068db0387d78ee3abaf1d3eec879c.jpg,344,384,mouse,197,39,282,122
02a423fddda9a640ff914fe03d7bb972.jpg,344,384,bell,27,182,90,256
02a423fddda9a640ff914fe03d7bb972.jpg,344,384,bell,89,352,110,377
02a423fddda9a640ff914fe03d7bb972.jpg,344,384,lamp,32,352,58,379
02a423fddda9a640ff914fe03d7bb972.jpg,344,384,lamp,145,15,224,95
02a423fddda9a640ff914fe03d7bb972.jpg,344,384,mouse,243,49,317,113
02a423fddda9a640ff914fe03d7bb972.jpg,344,384,mouse,4,351,31,376
02a423fddda9a640ff914fe03d7bb972.jpg,344,384,socks,59,353,88,377
02a423fddda9a640ff914fe03d7bb972.jpg,344,384,socks,232,189,307,249
02a423fddda9a640ff914fe03d7bb972.jpg,344,384,glove,117,207,187,275
02a423fddda9a640ff914fe03d7bb972.jpg,344,384,toaster,43,49,117,127
02ab083a11cc923e63cee46240c367ee.jpg,344,384,umbrella,101,194,160,254
02ab083a11cc923e63cee46240c367ee.jpg,344,384,shoes,151,107,211,172
02ab083a11cc923e63cee46240c367ee.jpg,344,384,shoes,31,347,56,378
02ab083a11cc923e63cee46240c367ee.jpg,344,384,toaster,240,261,312,345
02ab083a11cc923e63cee46240c367ee.jpg,344,384,toaster,5,349,30,378
02ab083a11cc923e63cee46240c367ee.jpg,344,384,teapot,29,43,98,107
02ab083a11cc923e63cee46240c367ee.jpg,344,384,teapot,59,350,85,375
02ab083a11cc923e63cee46240c367ee.jpg,344,384,pear,279,61,343,136
02ab083a11cc923e63cee46240c367ee.jpg,344,384,pear,87,345,111,377
02b28989859a8c3181d338f00b9a0430.jpg,344,384,bell,43,182,111,245
02b28989859a8c3181d338f00b9a0430.jpg,344,384,bell,85,349,111,378
02b28989859a8c3181d338f00b9a0430.jpg,344,384,cup,161,119,241,186
02b28989859a8c3181d338f00b9a0430.jpg,344,384,apple,277,135,330,210
02b28989859a8c3181d338f00b9a0430.jpg,344,384,apple,8,350,26,379
02b28989859a8c3181d338f00b9a0430.jpg,344,384,mobile,62,350,84,377
02b28989859a8c3181d338f00b9a0430.jpg,344,384,mobile,262,275,321,333
02b28989859a8c3181d338f00b9a0430.jpg,344,384,burger,257,17,325,80
02b28989859a8c3181d338f00b9a0430.jpg,344,384,burger,32,348,60,379
02bf076e623983502d97df66a0530537.jpg,344,384,seazer,133,270,201,341
02bf076e623983502d97df66a0530537.jpg,344,384,seazer,7,350,30,378
02bf076e623983502d97df66a0530537.jpg,344,384,painting_board,40,268,102,332
02bf076e623983502d97df66a0530537.jpg,344,384,painting_board,88,348,112,376
02bf076e623983502d97df66a0530537.jpg,344,384,scraper,205,125,266,184
02bf076e623983502d97df66a0530537.jpg,344,384,fan,101,17,157,80
02bf076e623983502d97df66a0530537.jpg,344,384,fan,61,349,86,378
02bf076e623983502d97df66a0530537.jpg,344,384,tennis,54,139,124,209
02bf076e623983502d97df66a0530537.jpg,344,384,tennis,32,349,59,380
02ce0695260dba7dc4f69ac708fc5669.jpg,344,384,painting_board,15,100,80,175
02ce0695260dba7dc4f69ac708fc5669.jpg,344,384,gift,46,235,112,301
02ce0695260dba7dc4f69ac708fc5669.jpg,344,384,gift,34,348,59,378
02ce0695260dba7dc4f69ac708fc5669.jpg,344,384,soccer,196,250,264,312
02ce0695260dba7dc4f69ac708fc5669.jpg,344,384,cloud_lightning,119,134,171,194
02ce0695260dba7dc4f69ac708fc5669.jpg,344,384,cloud_lightning,62,349,83,376
02ce0695260dba7dc4f69ac708fc5669.jpg,344,384,chair,133,11,199,80
02ce0695260dba7dc4f69ac708fc5669.jpg,344,384,chair,88,351,112,378
02ce0695260dba7dc4f69ac708fc5669.jpg,344,384,cup,6,347,31,376
02ce0695260dba7dc4f69ac708fc5669.jpg,344,384,cup,262,26,329,90
02d34e4ba50cb3bed015f52b3bc7e772.jpg,344,384,chair,70,78,135,140
02d34e4ba50cb3bed015f52b3bc7e772.jpg,344,384,chair,89,349,112,379
02d34e4ba50cb3bed015f52b3bc7e772.jpg,344,384,plant,128,270,189,332
02d34e4ba50cb3bed015f52b3bc7e772.jpg,344,384,plant,36,354,54,378
02d34e4ba50cb3bed015f52b3bc7e772.jpg,344,384,tshirt_number,12,238,76,311
02d34e4ba50cb3bed015f52b3bc7e772.jpg,344,384,bowling_pins,203,151,270,225
02d34e4ba50cb3bed015f52b3bc7e772.jpg,344,384,bowling_pins,5,351,32,379
02d34e4ba50cb3bed015f52b3bc7e772.jpg,344,384,swimming_ring,167,26,241,103
02d34e4ba50cb3bed015f52b3bc7e772.jpg,344,384,swimming_ring,61,350,83,376
02d34e4ba50cb3bed015f52b3bc7e772.jpg,344,384,watch,264,266,315,328
02d5248f848bcf8499d1023a5756934a.jpg,344,384,lamp,33,56,113,132
02d5248f848bcf8499d1023a5756934a.jpg,344,384,lamp,6,350,30,379
02d5248f848bcf8499d1023a5756934a.jpg,344,384,flag,80,281,137,340
02d5248f848bcf8499d1023a5756934a.jpg,344,384,flag,61,349,81,376
02d5248f848bcf8499d1023a5756934a.jpg,344,384,bike,87,349,114,377
02d5248f848bcf8499d1023a5756934a.jpg,344,384,bike,189,130,248,183
02d5248f848bcf8499d1023a5756934a.jpg,344,384,bowling_pins,197,252,269,317
02d5248f848bcf8499d1023a5756934a.jpg,344,384,bowling_pins,35,350,57,377
02d5248f848bcf8499d1023a5756934a.jpg,344,384,pear,177,13,258,75
02d5248f848bcf8499d1023a5756934a.jpg,344,384,seazer,19,166,72,223
02deac6c2d33dc2996e94ceb24c57032.jpg,344,384,sun,45,106,113,177
02deac6c2d33dc2996e94ceb24c57032.jpg,344,384,sun,88,349,111,377
02deac6c2d33dc2996e94ceb24c57032.jpg,344,384,bike,243,238,324,312
02deac6c2d33dc2996e94ceb24c57032.jpg,344,384,bike,59,350,83,379
02deac6c2d33dc2996e94ceb24c57032.jpg,344,384,seazer,31,219,91,281
02deac6c2d33dc2996e94ceb24c57032.jpg,344,384,seazer,6,344,31,379
02deac6c2d33dc2996e94ceb24c57032.jpg,344,384,lamp,183,98,244,172
02deac6c2d33dc2996e94ceb24c57032.jpg,344,384,arrow,209,10,274,60
02deac6c2d33dc2996e94ceb24c57032.jpg,344,384,arrow,33,351,57,379
02ea95b6e99ba762e89f880b48d0a205.jpg,344,384,watermelon,10,85,81,158
02ea95b6e99ba762e89f880b48d0a205.jpg,344,384,watermelon,61,352,81,376
02ea95b6e99ba762e89f880b48d0a205.jpg,344,384,sun,46,272,100,331
02ea95b6e99ba762e89f880b48d0a205.jpg,344,384,sun,91,351,112,371
02ea95b6e99ba762e89f880b48d0a205.jpg,344,384,laptop,222,266,282,335
02ea95b6e99ba762e89f880b48d0a205.jpg,344,384,teapot,260,105,316,161
02ea95b6e99ba762e89f880b48d0a205.jpg,344,384,teapot,7,351,30,377
02ea95b6e99ba762e89f880b48d0a205.jpg,344,384,umbrella,140,75,207,143
02ea95b6e99ba762e89f880b48d0a205.jpg,344,384,umbrella,35,350,55,377
03a27b789b3b18da4519921648c4283a.jpg,344,384,bowling_pins,1,262,54,323
03a27b789b3b18da4519921648c4283a.jpg,344,384,bowling_pins,89,351,110,377
03a27b789b3b18da4519921648c4283a.jpg,344,384,pear,40,46,107,107
03a27b789b3b18da4519921648c4283a.jpg,344,384,painting_board,278,183,340,251
03a27b789b3b18da4519921648c4283a.jpg,344,384,painting_board,7,353,34,377
03a27b789b3b18da4519921648c4283a.jpg,344,384,scraper,260,48,321,112
03a27b789b3b18da4519921648c4283a.jpg,344,384,scraper,34,349,58,377
03a27b789b3b18da4519921648c4283a.jpg,344,384,telephone_receiver,118,258,199,310
03a27b789b3b18da4519921648c4283a.jpg,344,384,bicycle,149,126,217,200
03a27b789b3b18da4519921648c4283a.jpg,344,384,bicycle,60,350,84,377
03abedad9d70cb0bccbe62a975e37382.jpg,344,384,guitar,44,101,126,140
03abedad9d70cb0bccbe62a975e37382.jpg,344,384,earth,53,239,114,302
03abedad9d70cb0bccbe62a975e37382.jpg,344,384,arrow,267,269,337,324
03abedad9d70cb0bccbe62a975e37382.jpg,344,384,arrow,60,350,83,376
03abedad9d70cb0bccbe62a975e37382.jpg,344,384,lamp,86,350,111,377
03abedad9d70cb0bccbe62a975e37382.jpg,344,384,lamp,271,9,338,80
03abedad9d70cb0bccbe62a975e37382.jpg,344,384,bowling_pins,283,134,340,188
03abedad9d70cb0bccbe62a975e37382.jpg,344,384,bowling_pins,5,350,30,376
03abedad9d70cb0bccbe62a975e37382.jpg,344,384,chair,177,59,241,117
03abedad9d70cb0bccbe62a975e37382.jpg,344,384,chair,33,350,57,378
03d8da0162ae7d1b00264b8e06811cd4.jpg,344,384,mouse,25,110,82,195
03d8da0162ae7d1b00264b8e06811cd4.jpg,344,384,mouse,87,350,112,375
03d8da0162ae7d1b00264b8e06811cd4.jpg,344,384,lcd,83,270,152,338
03d8da0162ae7d1b00264b8e06811cd4.jpg,344,384,lcd,6,352,30,377
03d8da0162ae7d1b00264b8e06811cd4.jpg,344,384,speaker,33,351,57,377
03d8da0162ae7d1b00264b8e06811cd4.jpg,344,384,speaker,195,141,268,209
03d8da0162ae7d1b00264b8e06811cd4.jpg,344,384,camera,256,246,330,322
03d8da0162ae7d1b00264b8e06811cd4.jpg,344,384,knife_fock_spoon,161,15,241,99
03d8da0162ae7d1b00264b8e06811cd4.jpg,344,384,knife_fock_spoon,60,351,83,375
03f7e133d6365b0915074b4801f2105c.jpg,344,384,scooty,9,206,72,265
03f7e133d6365b0915074b4801f2105c.jpg,344,384,scooty,88,349,113,379
03f7e133d6365b0915074b4801f2105c.jpg,344,384,socks,141,274,196,340
03f7e133d6365b0915074b4801f2105c.jpg,344,384,socks,35,350,57,376
03f7e133d6365b0915074b4801f2105c.jpg,344,384,pool,60,352,85,377
03f7e133d6365b0915074b4801f2105c.jpg,344,384,pool,105,80,160,135
03f7e133d6365b0915074b4801f2105c.jpg,344,384,painting_board,214,126,278,193
03f7e133d6365b0915074b4801f2105c.jpg,344,384,basketball,261,253,316,308
03f7e133d6365b0915074b4801f2105c.jpg,344,384,lamp,245,3,329,88
03f7e133d6365b0915074b4801f2105c.jpg,344,384,lamp,5,351,31,378
03fabfc2736fe97f8490d2a2ede5ed30.jpg,344,384,hand_saw,10,187,72,228
03fabfc2736fe97f8490d2a2ede5ed30.jpg,344,384,arrow,73,270,135,330
03fabfc2736fe97f8490d2a2ede5ed30.jpg,344,384,baseball,34,351,57,377
03fabfc2736fe97f8490d2a2ede5ed30.jpg,344,384,baseball,64,84,117,145
03fabfc2736fe97f8490d2a2ede5ed30.jpg,344,384,socks,186,150,248,210
03fabfc2736fe97f8490d2a2ede5ed30.jpg,344,384,socks,7,351,30,376
03fabfc2736fe97f8490d2a2ede5ed30.jpg,344,384,mobile,63,350,82,377
03fabfc2736fe97f8490d2a2ede5ed30.jpg,344,384,mobile,229,13,280,81
03fabfc2736fe97f8490d2a2ede5ed30.jpg,344,384,hand_saw,86,350,110,376
03fb7571f03aa7f98964250f520d554a.jpg,344,384,glove,71,100,133,158
03fb7571f03aa7f98964250f520d554a.jpg,344,384,glove,32,351,58,377
03fb7571f03aa7f98964250f520d554a.jpg,344,384,baseball,60,352,86,378
03fb7571f03aa7f98964250f520d554a.jpg,344,384,baseball,189,129,250,186
03fb7571f03aa7f98964250f520d554a.jpg,344,384,bag,110,229,175,297
03fb7571f03aa7f98964250f520d554a.jpg,344,384,bag,88,350,113,377
03fb7571f03aa7f98964250f520d554a.jpg,344,384,lamp,6,351,29,378
03fb7571f03aa7f98964250f520d554a.jpg,344,384,lamp,208,32,274,96
03fb7571f03aa7f98964250f520d554a.jpg,344,384,watermelon,227,274,296,318
04b102e9b94bac83712f49f8a721769c.jpg,344,384,watch,133,245,175,305
04b102e9b94bac83712f49f8a721769c.jpg,344,384,watch,64,350,80,377
04b102e9b94bac83712f49f8a721769c.jpg,344,384,vault,86,349,113,378
04b102e9b94bac83712f49f8a721769c.jpg,344,384,vault,2,149,89,234
04b102e9b94bac83712f49f8a721769c.jpg,344,384,bell,128,123,185,176
04b102e9b94bac83712f49f8a721769c.jpg,344,384,bell,32,350,55,379
04b102e9b94bac83712f49f8a721769c.jpg,344,384,washing_machine,241,153,311,227
04b102e9b94bac83712f49f8a721769c.jpg,344,384,shuttlecock,115,4,177,66
04b102e9b94bac83712f49f8a721769c.jpg,344,384,aeroplane,268,14,338,77
04b102e9b94bac83712f49f8a721769c.jpg,344,384,aeroplane,6,350,30,378
04cae718ae67782be6db1784cb7e6dcc.jpg,344,384,house,6,111,79,180
04cae718ae67782be6db1784cb7e6dcc.jpg,344,384,house,58,352,86,375
04cae718ae67782be6db1784cb7e6dcc.jpg,344,384,saucepan,114,231,194,293
04cae718ae67782be6db1784cb7e6dcc.jpg,344,384,saucepan,5,351,32,376
04cae718ae67782be6db1784cb7e6dcc.jpg,344,384,apple,249,250,305,324
04cae718ae67782be6db1784cb7e6dcc.jpg,344,384,socks,271,161,324,218
04cae718ae67782be6db1784cb7e6dcc.jpg,344,384,socks,32,352,57,379
04cae718ae67782be6db1784cb7e6dcc.jpg,344,384,vault,1,254,80,340
04cae718ae67782be6db1784cb7e6dcc.jpg,344,384,cross,93,2,142,72
04cae718ae67782be6db1784cb7e6dcc.jpg,344,384,toaster,190,44,274,132
04cae718ae67782be6db1784cb7e6dcc.jpg,344,384,toaster,86,351,111,377
04d9168798493dd840e1d6edb293e83f.jpg,344,384,socks,62,146,121,214
04d9168798493dd840e1d6edb293e83f.jpg,344,384,bicycle,6,242,62,307
04d9168798493dd840e1d6edb293e83f.jpg,344,384,bicycle,6,352,31,376
04d9168798493dd840e1d6edb293e83f.jpg,344,384,bell,33,352,59,376
04d9168798493dd840e1d6edb293e83f.jpg,344,384,bell,208,265,270,329
04d9168798493dd840e1d6edb293e83f.jpg,344,384,shirt_stud,105,279,168,343
04d9168798493dd840e1d6edb293e83f.jpg,344,384,shirt_stud,59,352,87,378
04d9168798493dd840e1d6edb293e83f.jpg,344,384,bus,88,352,111,376
04d9168798493dd840e1d6edb293e83f.jpg,344,384,bus,54,11,127,84
04d9168798493dd840e1d6edb293e83f.jpg,344,384,fock_spoon_knife,216,72,292,147
04e0335268f091a94be552b75f12280a.jpg,344,384,aeroplane,23,283,80,338
04e0335268f091a94be552b75f12280a.jpg,344,384,fan,168,290,224,343
04e0335268f091a94be552b75f12280a.jpg,344,384,fan,61,349,83,379
04e0335268f091a94be552b75f12280a.jpg,344,384,usb,32,349,59,377
04e0335268f091a94be552b75f12280a.jpg,344,384,usb,229,183,298,257
04e0335268f091a94be552b75f12280a.jpg,344,384,burger,259,33,321,102
04e0335268f091a94be552b75f12280a.jpg,344,384,burger,86,351,112,376
04e0335268f091a94be552b75f12280a.jpg,344,384,scooty,6,352,31,377
04e0335268f091a94be552b75f12280a.jpg,344,384,scooty,50,97,111,160
04e94cf05d0e45efee54653ab7d606e8.jpg,344,384,apple,98,132,154,206
04e94cf05d0e45efee54653ab7d606e8.jpg,344,384,apple,61,349,84,377
04e94cf05d0e45efee54653ab7d606e8.jpg,344,384,gift,87,350,111,377
04e94cf05d0e45efee54653ab7d606e8.jpg,344,384,gift,243,236,307,294
04e94cf05d0e45efee54653ab7d606e8.jpg,344,384,axe,239,76,317,136
04e94cf05d0e45efee54653ab7d606e8.jpg,344,384,axe,32,351,58,377
04e94cf05d0e45efee54653ab7d606e8.jpg,344,384,usb,5,259,69,330
04e94cf05d0e45efee54653ab7d606e8.jpg,344,384,usb,4,350,32,377
04e94cf05d0e45efee54653ab7d606e8.jpg,344,384,sparrow,66,26,127,90
04f8e9b22a9136c63abe8ecea61687f3.jpg,344,384,tennis,8,189,72,253
04f8e9b22a9136c63abe8ecea61687f3.jpg,344,384,tennis,87,351,112,377
04f8e9b22a9136c63abe8ecea61687f3.jpg,344,384,scooty,153,281,221,338
04f8e9b22a9136c63abe8ecea61687f3.jpg,344,384,pressure_cooker,250,204,320,276
04f8e9b22a9136c63abe8ecea61687f3.jpg,344,384,pressure_cooker,32,350,58,377
04f8e9b22a9136c63abe8ecea61687f3.jpg,344,384,lamp,5,350,30,379
04f8e9b22a9136c63abe8ecea61687f3.jpg,344,384,lamp,36,45,104,114
04f8e9b22a9136c63abe8ecea61687f3.jpg,344,384,laptop,223,27,292,103
04f8e9b22a9136c63abe8ecea61687f3.jpg,344,384,watch,141,154,190,217
04f8e9b22a9136c63abe8ecea61687f3.jpg,344,384,watch,63,349,81,378
0954e2975728c78b944238fd2cdb5de7.jpg,344,384,sun,29,122,95,185
0954e2975728c78b944238fd2cdb5de7.jpg,344,384,sun,61,352,85,376
0954e2975728c78b944238fd2cdb5de7.jpg,344,384,speaker,86,349,113,377
